 data_id  name                         qp_set  dataset_name  width  height 
 44       FLIR_08975                   QP0     FLIR          640    512    
 45       FLIR_08976                   QP0     FLIR          640    512    
 46       FLIR_08977                   QP0     FLIR          640    512    
 47       FLIR_08978                   QP0     FLIR          640    512    
 48       FLIR_08979                   QP0     FLIR          640    512    
 49       FLIR_08980                   QP0     FLIR          640    512    
 50       FLIR_08981                   QP0     FLIR          640    512    
 51       FLIR_08982                   QP0     FLIR          640    512    
 52       FLIR_08983                   QP0     FLIR          640    512    
 53       FLIR_08984                   QP0     FLIR          640    512    
 54       FLIR_08985                   QP0     FLIR          640    512    
 55       FLIR_08986                   QP0     FLIR          640    512    
 56       FLIR_08987                   QP0     FLIR          640    512    
 57       FLIR_08988                   QP0     FLIR          640    512    
 58       FLIR_08989                   QP0     FLIR          640    512    
 59       FLIR_08990                   QP0     FLIR          640    512    
 60       FLIR_08991                   QP0     FLIR          640    512    
 61       FLIR_08992                   QP0     FLIR          640    512    
 62       FLIR_08993                   QP0     FLIR          640    512    
 63       FLIR_08994                   QP0     FLIR          640    512    
 64       FLIR_08995                   QP0     FLIR          640    512    
 65       FLIR_08996                   QP0     FLIR          640    512    
 66       FLIR_08997                   QP0     FLIR          640    512    
 67       FLIR_08998                   QP0     FLIR          640    512    
 68       FLIR_08999                   QP0     FLIR          640    512    
 69       FLIR_09003                   QP0     FLIR          640    512    
 70       FLIR_09004                   QP0     FLIR          640    512    
 71       FLIR_09005                   QP0     FLIR          640    512    
 72       FLIR_09006                   QP0     FLIR          640    512    
 73       FLIR_09007                   QP0     FLIR          640    512    
 74       FLIR_09008                   QP0     FLIR          640    512    
 75       FLIR_09009                   QP0     FLIR          640    512    
 76       FLIR_09010                   QP0     FLIR          640    512    
 77       FLIR_09011                   QP0     FLIR          640    512    
 78       FLIR_09012                   QP0     FLIR          640    512    
 79       FLIR_09014                   QP0     FLIR          640    512    
 80       FLIR_09015                   QP0     FLIR          640    512    
 81       FLIR_09016                   QP0     FLIR          640    512    
 82       FLIR_09017                   QP0     FLIR          640    512    
 83       FLIR_09018                   QP0     FLIR          640    512    
 84       FLIR_09382                   QP0     FLIR          640    512    
 85       FLIR_09383                   QP0     FLIR          640    512    
 86       FLIR_09384                   QP0     FLIR          640    512    
 87       FLIR_09386                   QP0     FLIR          640    512    
 88       FLIR_09387                   QP0     FLIR          640    512    
 89       FLIR_09388                   QP0     FLIR          640    512    
 90       FLIR_09389                   QP0     FLIR          640    512    
 91       FLIR_09390                   QP0     FLIR          640    512    
 92       FLIR_09391                   QP0     FLIR          640    512    
 93       FLIR_09392                   QP0     FLIR          640    512    
 94       FLIR_09393                   QP0     FLIR          640    512    
 95       FLIR_09394                   QP0     FLIR          640    512    
 96       FLIR_09395                   QP0     FLIR          640    512    
 97       FLIR_09396                   QP0     FLIR          640    512    
 98       FLIR_09397                   QP0     FLIR          640    512    
 99       FLIR_09398                   QP0     FLIR          640    512    
 100      FLIR_09399                   QP0     FLIR          640    512    
 101      FLIR_09400                   QP0     FLIR          640    512    
 102      FLIR_09401                   QP0     FLIR          640    512    
 103      FLIR_09402                   QP0     FLIR          640    512    
 104      FLIR_09403                   QP0     FLIR          640    512    
 105      FLIR_09404                   QP0     FLIR          640    512    
 106      FLIR_09405                   QP0     FLIR          640    512    
 107      FLIR_09406                   QP0     FLIR          640    512    
 108      FLIR_09407                   QP0     FLIR          640    512    
 109      FLIR_09408                   QP0     FLIR          640    512    
 110      FLIR_09409                   QP0     FLIR          640    512    
 111      FLIR_09410                   QP0     FLIR          640    512    
 112      FLIR_09411                   QP0     FLIR          640    512    
 113      FLIR_09412                   QP0     FLIR          640    512    
 114      FLIR_09413                   QP0     FLIR          640    512    
 115      FLIR_09414                   QP0     FLIR          640    512    
 116      FLIR_09415                   QP0     FLIR          640    512    
 117      FLIR_09416                   QP0     FLIR          640    512    
 118      FLIR_09417                   QP0     FLIR          640    512    
 119      FLIR_09418                   QP0     FLIR          640    512    
 120      FLIR_09423                   QP0     FLIR          640    512    
 121      FLIR_09424                   QP0     FLIR          640    512    
 122      FLIR_09425                   QP0     FLIR          640    512    
 123      FLIR_09426                   QP0     FLIR          640    512    
 124      FLIR_09427                   QP0     FLIR          640    512    
 125      FLIR_09428                   QP0     FLIR          640    512    
 126      FLIR_09429                   QP0     FLIR          640    512    
 127      FLIR_09430                   QP0     FLIR          640    512    
 128      FLIR_09431                   QP0     FLIR          640    512    
 129      FLIR_09432                   QP0     FLIR          640    512    
 130      FLIR_09433                   QP0     FLIR          640    512    
 131      FLIR_09434                   QP0     FLIR          640    512    
 132      FLIR_09435                   QP0     FLIR          640    512    
 133      FLIR_09436                   QP0     FLIR          640    512    
 134      FLIR_09437                   QP0     FLIR          640    512    
 135      FLIR_09438                   QP0     FLIR          640    512    
 136      FLIR_09439                   QP0     FLIR          640    512    
 137      FLIR_09440                   QP0     FLIR          640    512    
 138      FLIR_09441                   QP0     FLIR          640    512    
 139      FLIR_09442                   QP0     FLIR          640    512    
 140      FLIR_09443                   QP0     FLIR          640    512    
 141      FLIR_09444                   QP0     FLIR          640    512    
 142      FLIR_09445                   QP0     FLIR          640    512    
 143      FLIR_09446                   QP0     FLIR          640    512    
 144      FLIR_09447                   QP0     FLIR          640    512    
 145      FLIR_09448                   QP0     FLIR          640    512    
 146      FLIR_09449                   QP0     FLIR          640    512    
 147      FLIR_09450                   QP0     FLIR          640    512    
 148      FLIR_09451                   QP0     FLIR          640    512    
 149      FLIR_09452                   QP0     FLIR          640    512    
 150      FLIR_09453                   QP0     FLIR          640    512    
 151      FLIR_09454                   QP0     FLIR          640    512    
 152      FLIR_09455                   QP0     FLIR          640    512    
 153      FLIR_09456                   QP0     FLIR          640    512    
 154      FLIR_09457                   QP0     FLIR          640    512    
 155      FLIR_09458                   QP0     FLIR          640    512    
 156      FLIR_09459                   QP0     FLIR          640    512    
 157      FLIR_09460                   QP0     FLIR          640    512    
 158      FLIR_09463                   QP0     FLIR          640    512    
 159      FLIR_09464                   QP0     FLIR          640    512    
 160      FLIR_09465                   QP0     FLIR          640    512    
 161      FLIR_09466                   QP0     FLIR          640    512    
 162      FLIR_09467                   QP0     FLIR          640    512    
 163      FLIR_09468                   QP0     FLIR          640    512    
 164      FLIR_09469                   QP0     FLIR          640    512    
 165      FLIR_09470                   QP0     FLIR          640    512    
 166      FLIR_09471                   QP0     FLIR          640    512    
 167      FLIR_09472                   QP0     FLIR          640    512    
 168      FLIR_09473                   QP0     FLIR          640    512    
 169      FLIR_09474                   QP0     FLIR          640    512    
 170      FLIR_09475                   QP0     FLIR          640    512    
 171      FLIR_09476                   QP0     FLIR          640    512    
 172      FLIR_09477                   QP0     FLIR          640    512    
 173      FLIR_09478                   QP0     FLIR          640    512    
 174      FLIR_09479                   QP0     FLIR          640    512    
 175      FLIR_09480                   QP0     FLIR          640    512    
 176      FLIR_09481                   QP0     FLIR          640    512    
 177      FLIR_09482                   QP0     FLIR          640    512    
 178      FLIR_09483                   QP0     FLIR          640    512    
 179      FLIR_09484                   QP0     FLIR          640    512    
 180      FLIR_09485                   QP0     FLIR          640    512    
 181      FLIR_09486                   QP0     FLIR          640    512    
 182      FLIR_09487                   QP0     FLIR          640    512    
 183      FLIR_09488                   QP0     FLIR          640    512    
 184      FLIR_09489                   QP0     FLIR          640    512    
 185      FLIR_09490                   QP0     FLIR          640    512    
 186      FLIR_09491                   QP0     FLIR          640    512    
 187      FLIR_09492                   QP0     FLIR          640    512    
 188      FLIR_09493                   QP0     FLIR          640    512    
 189      FLIR_09494                   QP0     FLIR          640    512    
 190      FLIR_09495                   QP0     FLIR          640    512    
 191      FLIR_09512                   QP0     FLIR          640    512    
 192      FLIR_09513                   QP0     FLIR          640    512    
 193      FLIR_09514                   QP0     FLIR          640    512    
 194      FLIR_09515                   QP0     FLIR          640    512    
 195      FLIR_09516                   QP0     FLIR          640    512    
 196      FLIR_09520                   QP0     FLIR          640    512    
 197      FLIR_09521                   QP0     FLIR          640    512    
 198      FLIR_09522                   QP0     FLIR          640    512    
 199      FLIR_09523                   QP0     FLIR          640    512    
 200      FLIR_09524                   QP0     FLIR          640    512    
 201      FLIR_09525                   QP0     FLIR          640    512    
 202      FLIR_09526                   QP0     FLIR          640    512    
 203      FLIR_09527                   QP0     FLIR          640    512    
 204      FLIR_09528                   QP0     FLIR          640    512    
 205      FLIR_09529                   QP0     FLIR          640    512    
 206      FLIR_09530                   QP0     FLIR          640    512    
 207      FLIR_09531                   QP0     FLIR          640    512    
 208      FLIR_09532                   QP0     FLIR          640    512    
 209      FLIR_09548                   QP0     FLIR          640    512    
 210      FLIR_09549                   QP0     FLIR          640    512    
 211      FLIR_09550                   QP0     FLIR          640    512    
 212      FLIR_09551                   QP0     FLIR          640    512    
 213      FLIR_09552                   QP0     FLIR          640    512    
 214      FLIR_09553                   QP0     FLIR          640    512    
 215      FLIR_09554                   QP0     FLIR          640    512    
 216      FLIR_09555                   QP0     FLIR          640    512    
 217      FLIR_09556                   QP0     FLIR          640    512    
 218      FLIR_09557                   QP0     FLIR          640    512    
 219      FLIR_09558                   QP0     FLIR          640    512    
 220      FLIR_09559                   QP0     FLIR          640    512    
 221      FLIR_09560                   QP0     FLIR          640    512    
 222      FLIR_09561                   QP0     FLIR          640    512    
 223      FLIR_09563                   QP0     FLIR          640    512    
 224      FLIR_09564                   QP0     FLIR          640    512    
 225      FLIR_09565                   QP0     FLIR          640    512    
 226      FLIR_09566                   QP0     FLIR          640    512    
 227      FLIR_09567                   QP0     FLIR          640    512    
 228      FLIR_09568                   QP0     FLIR          640    512    
 229      FLIR_09569                   QP0     FLIR          640    512    
 230      FLIR_09570                   QP0     FLIR          640    512    
 231      FLIR_09574                   QP0     FLIR          640    512    
 232      FLIR_09575                   QP0     FLIR          640    512    
 233      FLIR_09576                   QP0     FLIR          640    512    
 234      FLIR_09577                   QP0     FLIR          640    512    
 235      FLIR_09578                   QP0     FLIR          640    512    
 236      FLIR_09579                   QP0     FLIR          640    512    
 237      FLIR_09580                   QP0     FLIR          640    512    
 238      FLIR_09581                   QP0     FLIR          640    512    
 239      FLIR_09582                   QP0     FLIR          640    512    
 240      FLIR_09583                   QP0     FLIR          640    512    
 241      FLIR_09584                   QP0     FLIR          640    512    
 242      FLIR_09585                   QP0     FLIR          640    512    
 243      FLIR_09586                   QP0     FLIR          640    512    
 244      FLIR_09587                   QP0     FLIR          640    512    
 245      FLIR_09588                   QP0     FLIR          640    512    
 246      FLIR_09589                   QP0     FLIR          640    512    
 247      FLIR_09590                   QP0     FLIR          640    512    
 248      FLIR_09591                   QP0     FLIR          640    512    
 249      FLIR_09592                   QP0     FLIR          640    512    
 250      FLIR_09593                   QP0     FLIR          640    512    
 251      FLIR_09594                   QP0     FLIR          640    512    
 252      FLIR_09595                   QP0     FLIR          640    512    
 253      FLIR_09596                   QP0     FLIR          640    512    
 254      FLIR_09597                   QP0     FLIR          640    512    
 255      FLIR_09598                   QP0     FLIR          640    512    
 256      FLIR_09599                   QP0     FLIR          640    512    
 257      FLIR_09600                   QP0     FLIR          640    512    
 258      FLIR_09601                   QP0     FLIR          640    512    
 259      FLIR_09602                   QP0     FLIR          640    512    
 260      FLIR_09603                   QP0     FLIR          640    512    
 261      FLIR_09604                   QP0     FLIR          640    512    
 262      FLIR_09605                   QP0     FLIR          640    512    
 263      FLIR_09606                   QP0     FLIR          640    512    
 264      FLIR_09607                   QP0     FLIR          640    512    
 265      FLIR_09608                   QP0     FLIR          640    512    
 266      FLIR_09609                   QP0     FLIR          640    512    
 267      FLIR_09610                   QP0     FLIR          640    512    
 268      FLIR_09611                   QP0     FLIR          640    512    
 269      FLIR_09612                   QP0     FLIR          640    512    
 270      FLIR_09613                   QP0     FLIR          640    512    
 271      FLIR_09614                   QP0     FLIR          640    512    
 272      FLIR_09615                   QP0     FLIR          640    512    
 273      FLIR_09616                   QP0     FLIR          640    512    
 274      FLIR_09617                   QP0     FLIR          640    512    
 275      FLIR_09618                   QP0     FLIR          640    512    
 276      FLIR_09619                   QP0     FLIR          640    512    
 277      FLIR_09620                   QP0     FLIR          640    512    
 278      FLIR_09621                   QP0     FLIR          640    512    
 279      FLIR_09622                   QP0     FLIR          640    512    
 280      FLIR_09623                   QP0     FLIR          640    512    
 281      FLIR_09624                   QP0     FLIR          640    512    
 282      FLIR_09625                   QP0     FLIR          640    512    
 283      FLIR_09626                   QP0     FLIR          640    512    
 284      FLIR_09627                   QP0     FLIR          640    512    
 285      FLIR_09628                   QP0     FLIR          640    512    
 286      FLIR_09629                   QP0     FLIR          640    512    
 287      FLIR_09630                   QP0     FLIR          640    512    
 288      FLIR_09631                   QP0     FLIR          640    512    
 289      FLIR_09632                   QP0     FLIR          640    512    
 290      FLIR_09633                   QP0     FLIR          640    512    
 291      FLIR_09634                   QP0     FLIR          640    512    
 292      FLIR_09635                   QP0     FLIR          640    512    
 293      FLIR_09636                   QP0     FLIR          640    512    
 294      FLIR_09637                   QP0     FLIR          640    512    
 295      FLIR_09638                   QP0     FLIR          640    512    
 296      FLIR_09639                   QP0     FLIR          640    512    
 297      FLIR_09640                   QP0     FLIR          640    512    
 298      FLIR_09664                   QP0     FLIR          640    512    
 299      FLIR_09665                   QP0     FLIR          640    512    
 300      validation/9cbf3d4c1728691b  QP0     OpenImages    1024   760    
 301      validation/6c9c687eae7da796  QP0     OpenImages    1024   675    
 302      validation/894996567b0eb741  QP0     OpenImages    1024   683    
 303      validation/3b902f562829a11b  QP0     OpenImages    1024   768    
 304      validation/d02bee6224ca943a  QP0     OpenImages    1024   750    
 305      validation/a47cd83076dc497e  QP0     OpenImages    1024   683    
 306      validation/d417b15a41341779  QP0     OpenImages    1024   576    
 307      validation/3069a58c04f8ea9d  QP0     OpenImages    1024   768    
 308      validation/76dfea548518702d  QP0     OpenImages    1024   683    
 309      validation/a9df67f758b6c286  QP0     OpenImages    1024   573    
 310      validation/c16ef3bba88dcd60  QP0     OpenImages    1024   680    
 311      validation/a657bf7cc55ec5ef  QP0     OpenImages    1024   569    
 312      validation/ec2c862ec3b05de5  QP0     OpenImages    1024   768    
 313      validation/c8c1b88b4fdd188d  QP0     OpenImages    1024   683    
 314      validation/1b0366e125f4e3db  QP0     OpenImages    1024   591    
 315      validation/9d3fb9d9a0208a5e  QP0     OpenImages    1024   768    
 316      validation/a158e89a4415eb57  QP0     OpenImages    1024   683    
 317      validation/020ec13b99e2bf0c  QP0     OpenImages    1024   768    
 318      validation/ba99c76e75dcafc4  QP0     OpenImages    1024   768    
 319      validation/f7556e930463878d  QP0     OpenImages    1024   768    
 320      validation/06e21b6cfab07c72  QP0     OpenImages    1024   685    
 321      validation/257c125a35d0f3df  QP0     OpenImages    1024   770    
 322      validation/8157a28a69989c71  QP0     OpenImages    1024   768    
 323      validation/d0434ef27d612e96  QP0     OpenImages    1024   1024   
 324      validation/c31d01a45f9b07c8  QP0     OpenImages    1024   576    
 325      validation/26ef130e768f537a  QP0     OpenImages    1024   771    
 326      validation/f1da949bb8c5739b  QP0     OpenImages    1024   768    
 327      validation/af18ca0f6fdbeb00  QP0     OpenImages    683    1024   
 328      validation/d51f9bbefa355376  QP0     OpenImages    619    1024   
 329      validation/ffbc74814ae0329d  QP0     OpenImages    1024   768    
 330      validation/4dd149cc55d6c5a0  QP0     OpenImages    768    1024   
 331      validation/ae6ca103ccb16327  QP0     OpenImages    1024   768    
 332      validation/3a29f0b33894d4a6  QP0     OpenImages    1024   681    
 333      validation/019483ccc1cc242b  QP0     OpenImages    1024   768    
 334      validation/bc71141cd06440ac  QP0     OpenImages    1024   1024   
 335      validation/54e2a340c0de2e5d  QP0     OpenImages    1024   680    
 336      validation/4fcdf5c6293bbb2d  QP0     OpenImages    1024   768    
 337      validation/33069576e6b60b47  QP0     OpenImages    1024   681    
 338      validation/fcc91777b659e3bc  QP0     OpenImages    1024   768    
 339      validation/92e958189c11d52d  QP0     OpenImages    1024   692    
 340      validation/d8dc85ac335305ba  QP0     OpenImages    1024   684    
 341      validation/c0429c0f2e191442  QP0     OpenImages    1024   760    
 342      validation/e57bdc618a1129c1  QP0     OpenImages    1024   768    
 343      validation/3a3904ba9eb2aaa1  QP0     OpenImages    1024   704    
 344      validation/2c96da23be2adddb  QP0     OpenImages    1024   673    
 345      validation/2c36ef88c16c5bdc  QP0     OpenImages    819    1024   
 346      validation/8147a10f055bffe5  QP0     OpenImages    1024   681    
 347      validation/95dcdc5fff078b22  QP0     OpenImages    1024   768    
 348      validation/6a83d6ddcf811554  QP0     OpenImages    768    1024   
 349      validation/1a91493d82d02f41  QP0     OpenImages    683    1024   
 350      validation/cdbdcb64d5e25fb9  QP0     OpenImages    1024   767    
 351      validation/834460b40132bd82  QP0     OpenImages    1024   768    
 352      validation/479da084bf0d679f  QP0     OpenImages    683    1024   
 353      validation/282af40d0a1bf7c8  QP0     OpenImages    1024   1024   
 354      validation/c4654534c99ba80a  QP0     OpenImages    1024   679    
 355      validation/58d645748329eabc  QP0     OpenImages    1024   386    
 356      validation/02a0f2858f27a7ba  QP0     OpenImages    1024   769    
 357      validation/935a66f5ca2cdd3f  QP0     OpenImages    1024   685    
 358      validation/380e8ddd94cce12c  QP0     OpenImages    756    1024   
 359      validation/9db76ab01387a961  QP0     OpenImages    1024   768    
 360      validation/e657b3ad5819e32d  QP0     OpenImages    1024   1024   
 361      validation/8a5fa02ea9a10a3b  QP0     OpenImages    768    1024   
 362      validation/370578fd1ac9486b  QP0     OpenImages    1024   768    
 363      validation/f243d6d523d3ce1c  QP0     OpenImages    1024   561    
 364      validation/e2ba4466d406bb77  QP0     OpenImages    1024   680    
 365      validation/3a5852e9372df1af  QP0     OpenImages    680    1024   
 366      validation/d4760b6e5110dd42  QP0     OpenImages    536    1024   
 367      validation/25d107f1590c1772  QP0     OpenImages    1024   768    
 368      validation/57c9249f1d7f1cbb  QP0     OpenImages    683    1024   
 369      validation/d7deef955e16cc20  QP0     OpenImages    1024   769    
 370      validation/6bcfd656708d25e2  QP0     OpenImages    1024   584    
 371      validation/9b9a303466b93e01  QP0     OpenImages    1024   768    
 372      validation/9dec3da3cbf721be  QP0     OpenImages    1024   668    
 373      validation/bd2116ab801b068c  QP0     OpenImages    999    1024   
 374      validation/05979fd2ebd7ecf1  QP0     OpenImages    1024   576    
 375      validation/49932d13165fb167  QP0     OpenImages    1024   599    
 376      validation/1b4350a4f9b13641  QP0     OpenImages    1024   768    
 377      validation/a5ce2ce1496aed96  QP0     OpenImages    1024   765    
 378      validation/45f4bd0301577b48  QP0     OpenImages    1024   768    
 379      validation/233f25c449ac97aa  QP0     OpenImages    683    1024   
 380      validation/122804d032b58390  QP0     OpenImages    1024   864    
 381      validation/7afa6eff6815910b  QP0     OpenImages    1024   768    
 382      validation/415a5b34fee7aa9e  QP0     OpenImages    1024   768    
 383      validation/6937fa668034b53b  QP0     OpenImages    1024   772    
 384      validation/88228244ca1150a0  QP0     OpenImages    1024   684    
 385      validation/21ad3641156a1107  QP0     OpenImages    1024   768    
 386      validation/3a0b72a274530636  QP0     OpenImages    1024   693    
 387      validation/983ba15e48f0f7b7  QP0     OpenImages    1024   735    
 388      validation/b0332967bb3702d4  QP0     OpenImages    1024   838    
 389      validation/70ff07ac98ac5cb0  QP0     OpenImages    1024   683    
 390      validation/f9d2cc52946b9637  QP0     OpenImages    768    1024   
 391      validation/88df55ff4e13b90d  QP0     OpenImages    1024   768    
 392      validation/ceeae3ad5d3cd431  QP0     OpenImages    1024   768    
 393      validation/03df40e50dfc9098  QP0     OpenImages    1024   768    
 394      validation/5bbcca81dbd594be  QP0     OpenImages    668    1024   
 395      validation/ca074869694d7a7b  QP0     OpenImages    1024   683    
 396      validation/51fe97432f896dc3  QP0     OpenImages    819    1024   
 397      validation/07e635151834b9c5  QP0     OpenImages    1024   417    
 398      validation/68fadfcaa8da8ee6  QP0     OpenImages    1024   732    
 399      validation/df6c36628ade467d  QP0     OpenImages    1024   765    
 400      validation/6ba6e6afe9964a18  QP0     OpenImages    1024   683    
 401      validation/46b1fba6cdacb44d  QP0     OpenImages    768    1024   
 402      validation/25a12c41908eee85  QP0     OpenImages    1024   685    
 403      validation/8d16e93094dacfd4  QP0     OpenImages    1024   758    
 404      validation/d959e5ae8df027a1  QP0     OpenImages    1024   768    
 405      validation/ab84ccf0f59b47dd  QP0     OpenImages    1024   731    
 406      validation/109579ce7ee8898b  QP0     OpenImages    1024   768    
 407      validation/fde629fccaa77cca  QP0     OpenImages    1024   485    
 408      validation/ef3d8c9f559e2a6f  QP0     OpenImages    811    1024   
 409      validation/cb235add70560511  QP0     OpenImages    1024   765    
 410      validation/4241736b450f70aa  QP0     OpenImages    768    1024   
 411      validation/f00d696f4d0663e1  QP0     OpenImages    432    1024   
 412      validation/f279c16c1a74a1d0  QP0     OpenImages    1024   683    
 413      validation/27c5f1373268e07a  QP0     OpenImages    1024   681    
 414      validation/ea14fe9f9a586288  QP0     OpenImages    1024   751    
 415      validation/2485a9a882ef2cc6  QP0     OpenImages    1024   768    
 416      validation/0ba4f62f6a92a5a5  QP0     OpenImages    1024   738    
 417      validation/3d6df342f0b60419  QP0     OpenImages    682    1024   
 418      validation/b882ab13e099cece  QP0     OpenImages    1024   1024   
 419      validation/e9362eef6faa5de0  QP0     OpenImages    1024   768    
 420      validation/a40a460f086d1baa  QP0     OpenImages    1024   683    
 421      validation/aefc9e2f5e29d29f  QP0     OpenImages    683    1024   
 422      validation/34f6b7fadbe6754d  QP0     OpenImages    1024   768    
 423      validation/f3b046e9144b39e9  QP0     OpenImages    1024   576    
 424      validation/3c582b3bb7ab5ba7  QP0     OpenImages    1024   768    
 425      validation/8bb85a35543e18ef  QP0     OpenImages    1024   768    
 426      validation/8d922247dbc82ade  QP0     OpenImages    1024   683    
 427      validation/268d18715734c7e9  QP0     OpenImages    672    1024   
 428      validation/ab5717316a8ca40e  QP0     OpenImages    1024   1024   
 429      validation/25968f8f370daa1b  QP0     OpenImages    1024   727    
 430      validation/a3e081f9ce0aef9b  QP0     OpenImages    1024   768    
 431      validation/06aabc23f48f9eaa  QP0     OpenImages    1024   768    
 432      validation/011417767312812e  QP0     OpenImages    768    768    
 433      validation/b31c7d3a91c084a2  QP0     OpenImages    1024   576    
 434      validation/bef520975d1d2719  QP0     OpenImages    1024   732    
 435      validation/3ccdd53ea1783b5c  QP0     OpenImages    1024   1024   
 436      validation/0d06df53671a61c4  QP0     OpenImages    768    1024   
 437      validation/d9da038f9de4239c  QP0     OpenImages    1024   678    
 438      validation/9fea441f93a39155  QP0     OpenImages    1024   675    
 439      validation/1ddde50bb3c19b18  QP0     OpenImages    1024   682    
 440      validation/3955ac56f0c1c8cd  QP0     OpenImages    768    786    
 441      validation/fc72c96246bfee80  QP0     OpenImages    1024   698    
 442      validation/7275e72e1996267f  QP0     OpenImages    1024   805    
 443      validation/0a6a03c8f23ee744  QP0     OpenImages    1024   678    
 444      validation/dc4a30d47fc3b84f  QP0     OpenImages    1024   684    
 445      validation/44b466b72abe641b  QP0     OpenImages    1024   683    
 446      validation/74e45f4a2dc3d777  QP0     OpenImages    768    1024   
 447      validation/46a0cd25a1f06d65  QP0     OpenImages    1024   768    
 448      validation/7ddb9aa2a981da52  QP0     OpenImages    1024   683    
 449      validation/34c3e46491c17b19  QP0     OpenImages    1024   683    
 450      validation/47ce52e7ac5c4a71  QP0     OpenImages    681    1024   
 451      validation/0931a086102a933f  QP0     OpenImages    1024   683    
 452      validation/37625d59d0e0782a  QP0     OpenImages    1024   576    
 453      validation/81b2bd15ab040353  QP0     OpenImages    683    1024   
 454      validation/ce4d42824e6075f6  QP0     OpenImages    1024   768    
 455      validation/ada751281ffe954e  QP0     OpenImages    685    1024   
 456      validation/f5bce22f6f7af4db  QP0     OpenImages    1024   768    
 457      validation/1ac105617905db2e  QP0     OpenImages    1024   768    
 458      validation/838de5e8518cde16  QP0     OpenImages    1024   1024   
 459      validation/258550a1eea28fbb  QP0     OpenImages    1024   857    
 460      validation/e247628f62639561  QP0     OpenImages    678    1024   
 461      validation/aa959cf33e2dab8e  QP0     OpenImages    768    1024   
 462      validation/52b513652d11316f  QP0     OpenImages    1024   727    
 463      validation/a9f7a067c094d21e  QP0     OpenImages    1024   912    
 464      validation/51455d2a76eb8788  QP0     OpenImages    1024   681    
 465      validation/bf96475a7122e629  QP0     OpenImages    1024   768    
 466      validation/14529f2a3207f4d9  QP0     OpenImages    1024   768    
 467      validation/5b68696f625d1572  QP0     OpenImages    1024   768    
 468      validation/efde2a25c1c9c924  QP0     OpenImages    1024   680    
 469      validation/0c3faec726e97005  QP0     OpenImages    1024   683    
 470      validation/df8dbadf3a205c0a  QP0     OpenImages    1024   631    
 471      validation/bc17c95640dca244  QP0     OpenImages    1024   686    
 472      validation/154bf3c92a7c6d27  QP0     OpenImages    1024   768    
 473      validation/2b480bd3e713201b  QP0     OpenImages    1024   678    
 474      validation/e9fb6ff03616f294  QP0     OpenImages    1024   768    
 475      validation/dfc9432963dc4c06  QP0     OpenImages    1024   894    
 476      validation/49f30c5437d1a6e8  QP0     OpenImages    934    1024   
 477      validation/6dbcd715a2aae68c  QP0     OpenImages    768    768    
 478      validation/d46ed93ec5041c0c  QP0     OpenImages    1024   679    
 479      validation/7435da48b4a180bf  QP0     OpenImages    1024   710    
 480      validation/e9a6c0f31ad55810  QP0     OpenImages    1024   696    
 481      validation/bfa65e0e57804889  QP0     OpenImages    1024   683    
